"word","mapped","confidence","library","target","matched_term","source_kind","source_file"
"besporting","no","","","","","",""
"besports","no","","","","","",""
"bespot","no","","","","","",""
"bespots","no","","","","","",""
"bespotted","no","","","","","",""
"bespottedness","no","","","","","",""
"bespottednesses","no","","","","","",""
"bespotting","no","","","","","",""
"bespouse","no","","","","","",""
"bespoused","no","","","","","",""
"bespouses","no","","","","","",""
"bespousing","no","","","","","",""
"bespout","no","","","","","",""
"bespouted","no","","","","","",""
"bespouting","no","","","","","",""
"bespouts","no","","","","","",""
"bespread","no","","","","","",""
"bespreading","no","","","","","",""
"bespreads","no","","","","","",""
"besprent","no","","","","","",""
"besprinkle","no","","","","","",""
"besprinkled","no","","","","","",""
"besprinkles","no","","","","","",""
"besprinkling","no","","","","","",""
"best","no","","","","","",""
"bestad","no","","","","","",""
"bestadde","no","","","","","",""
"bestain","no","","","","","",""
"bestained","no","","","","","",""
"bestaining","no","","","","","",""
"bestains","no","","","","","",""
"bestar","no","","","","","",""
"bestarred","no","","","","","",""
"bestarring","no","","","","","",""
"bestars","no","","","","","",""
"bestead","no","","","","","",""
"besteaded","no","","","","","",""
"besteading","no","","","","","",""
"besteads","no","","","","","",""
"bested","no","","","","","",""
"besti","no","","","","","",""
"bestialise","no","","","","","",""
"bestialised","no","","","","","",""
"bestialises","no","","","","","",""
"bestialising","no","","","","","",""
"bestialism","no","","","","","",""
"bestialisms","no","","","","","",""
"bestialities","no","","","","","",""
"bestialize","no","","","","","",""
"bestialized","no","","","","","",""
"bestializes","no","","","","","",""
"bestializing","no","","","","","",""
"bestially","no","","","","","",""
"bestials","no","","","","","",""
"bestiaries","no","","","","","",""
"bestiary","no","","","","","",""
"bestick","no","","","","","",""
"besticking","no","","","","","",""
"besticks","no","","","","","",""
"bestill","no","","","","","",""
"bestilled","no","","","","","",""
"bestilling","no","","","","","",""
"bestills","no","","","","","",""
"besting","no","","","","","",""
"bestir","no","","","","","",""
"bestirred","no","","","","","",""
"bestirring","no","","","","","",""
"bestirs","no","","","","","",""
"bestis","no","","","","","",""
"bestorm","no","","","","","",""
"bestormed","no","","","","","",""
"bestorming","no","","","","","",""
"bestorms","no","","","","","",""
"bestow","no","","","","","",""
"bestowal","no","","","","","",""
"bestowals","no","","","","","",""
"bestowed","no","","","","","",""
"bestower","no","","","","","",""
"bestowers","no","","","","","",""
"bestowing","no","","","","","",""
"bestowment","no","","","","","",""
"bestowments","no","","","","","",""
"bestows","no","","","","","",""
"bestraddle","no","","","","","",""
"bestraddled","no","","","","","",""
"bestraddles","no","","","","","",""
"bestraddling","no","","","","","",""
"bestraught","no","","","","","",""
"bestreak","no","","","","","",""
"bestreaked","no","","","","","",""
"bestreaking","no","","","","","",""
"bestreaks","no","","","","","",""
"bestrew","no","","","","","",""
"bestrewed","no","","","","","",""
"bestrewing","no","","","","","",""
"bestrewn","no","","","","","",""
"bestrews","no","","","","","",""
"bestrid","no","","","","","",""
"bestridable","no","","","","","",""
"bestridden","no","","","","","",""
"bestride","no","","","","","",""
"bestrides","no","","","","","",""
"bestriding","no","","","","","",""
"bestrode","no","","","","","",""
"bestrow","no","","","","","",""
"bestrowed","no","","","","","",""
"bestrowing","no","","","","","",""
"bestrown","no","","","","","",""
"bestrows","no","","","","","",""
"bests","no","","","","","",""
"bestseller","no","","","","","",""
"bestsellerdom","no","","","","","",""
"bestsellerdoms","no","","","","","",""
"bestsellers","no","","","","","",""
"bestselling","no","","","","","",""
"bestuck","no","","","","","",""
"bestud","no","","","","","",""
"bestudded","no","","","","","",""
"bestudding","no","","","","","",""
"bestuds","no","","","","","",""
"besuited","no","","","","","",""
"besung","no","","","","","",""
"beswarm","no","","","","","",""
"beswarmed","no","","","","","",""
"beswarming","no","","","","","",""
"beswarms","no","","","","","",""
"bet","no","","","","","",""
"beta","no","","","","","",""
"betacarotene","no","","","","","",""
"betacarotenes","no","","","","","",""
"betacism","no","","","","","",""
"betacisms","no","","","","","",""
"betacyanin","no","","","","","",""
"betacyanins","no","","","","","",""
"betaine","no","","","","","",""
"betaines","no","","","","","",""
"betake","no","","","","","",""
"betaken","no","","","","","",""
"betakes","no","","","","","",""
"betaking","no","","","","","",""
"betas","no","","","","","",""
"betatopic","no","","","","","",""
"betatron","no","","","","","",""
"betatrons","no","","","","","",""
"betatter","no","","","","","",""
"betattered","no","","","","","",""
"betattering","no","","","","","",""
"betatters","no","","","","","",""
"betaxed","no","","","","","",""
"betcha","no","","","","","",""
"bete","no","","","","","",""
"beted","no","","","","","",""
"beteem","no","","","","","",""
"beteeme","no","","","","","",""
"beteemed","no","","","","","",""
"beteemes","no","","","","","",""
"beteeming","no","","","","","",""
"beteems","no","","","","","",""
"betel","no","","","","","",""
"betelnut","no","","","","","",""
"betelnuts","no","","","","","",""
"betels","no","","","","","",""
"betes","no","","","","","",""
"beth","no","","","","","",""
"bethank","no","","","","","",""
"bethanked","no","","","","","",""
"bethanking","no","","","","","",""
"bethankit","no","","","","","",""
"bethankits","no","","","","","",""
"bethanks","no","","","","","",""
"bethel","no","","","","","",""
"bethels","no","","","","","",""
"bethesda","no","","","","","",""
"bethesdas","no","","","","","",""
"bethink","no","","","","","",""
"bethinking","no","","","","","",""
"bethinks","no","","","","","",""
"bethorn","no","","","","","",""
"bethorned","no","","","","","",""
"bethorning","no","","","","","",""
"bethorns","no","","","","","",""
"bethought","no","","","","","",""
"bethrall","no","","","","","",""
"bethralled","no","","","","","",""
"bethralling","no","","","","","",""
"bethralls","no","","","","","",""
"beths","no","","","","","",""
"bethumb","no","","","","","",""
"bethumbed","no","","","","","",""
"bethumbing","no","","","","","",""
"bethumbs","no","","","","","",""
"bethump","no","","","","","",""
"bethumped","no","","","","","",""
"bethumping","no","","","","","",""
"bethumps","no","","","","","",""
"bethwack","no","","","","","",""
"bethwacked","no","","","","","",""
"bethwacking","no","","","","","",""
"bethwacks","no","","","","","",""
"betid","no","","","","","",""
"betide","no","","","","","",""
"betided","no","","","","","",""
"betides","no","","","","","",""
"betiding","no","","","","","",""
"betight","no","","","","","",""
"betime","no","","","","","",""
"betimed","no","","","","","",""
"betimes","no","","","","","",""
"betiming","no","","","","","",""
"beting","no","","","","","",""
"betise","no","","","","","",""
"betises","no","","","","","",""
"betitle","no","","","","","",""
"betitled","no","","","","","",""
"betitles","no","","","","","",""
"betitling","no","","","","","",""
"betoil","no","","","","","",""
"betoiled","no","","","","","",""
"betoiling","no","","","","","",""
"betoils","no","","","","","",""
"betoken","no","","","","","",""
"betokened","no","","","","","",""
"betokening","no","","","","","",""
"betokens","no","","","","","",""
"beton","no","","","","","",""
"betonies","no","","","","","",""
"betons","no","","","","","",""
"betony","no","","","","","",""
"betook","no","","","","","",""
"betoss","no","","","","","",""
"betossed","no","","","","","",""
"betosses","no","","","","","",""
"betossing","no","","","","","",""
"betray","no","","","","","",""
"betrayal","no","","","","","",""
"betrayals","no","","","","","",""
"betrayed","no","","","","","",""
"betrayer","no","","","","","",""
"betrayers","no","","","","","",""
"betraying","no","","","","","",""
"betrays","no","","","","","",""
"betread","no","","","","","",""
"betreading","no","","","","","",""
"betreads","no","","","","","",""
"betrim","no","","","","","",""
"betrimmed","no","","","","","",""
"betrimming","no","","","","","",""
"betrims","no","","","","","",""
"betrod","no","","","","","",""
"betrodden","no","","","","","",""
"betroth","no","","","","","",""
"betrothal","no","","","","","",""
"betrothals","no","","","","","",""
"betrothed","no","","","","","",""
"betrotheds","no","","","","","",""
"betrothing","no","","","","","",""
"betrothment","no","","","","","",""
"betrothments","no","","","","","",""
"betroths","no","","","","","",""
"bets","no","","","","","",""
"betta","no","","","","","",""
"bettas","no","","","","","",""
"betted","no","","","","","",""
"better","no","","","","","",""
"bettered","no","","","","","",""
"bettering","no","","","","","",""
"betterings","no","","","","","",""
"betterment","no","","","","","",""
"betterments","no","","","","","",""
"bettermost","no","","","","","",""
"betterness","no","","","","","",""
"betternesses","no","","","","","",""
"betters","no","","","","","",""
"betties","no","","","","","",""
"betting","no","","","","","",""
"bettings","no","","","","","",""
"bettong","no","","","","","",""
"bettongs","no","","","","","",""
"bettor","no","","","","","",""
"bettors","no","","","","","",""
"betty","no","","","","","",""
"betulaceous","no","","","","","",""
"betumbled","no","","","","","",""
"between","no","","","","","",""
"betweenbrain","no","","","","","",""
"betweenbrains","no","","","","","",""
"betweenities","no","","","","","",""
"betweenity","no","","","","","",""
"betweenness","no","","","","","",""
"betweennesses","no","","","","","",""
"betweens","no","","","","","",""
"betweentime","no","","","","","",""
"betweentimes","no","","","","","",""
"betweenwhiles","no","","","","","",""
"betwixt","no","","","","","",""
"beuncled","no","","","","","",""
"beurre","no","","","","","",""
"beurres","no","","","","","",""
"bevatron","no","","","","","",""
"bevatrons","no","","","","","",""
"bevel","no","","","","","",""
"beveled","no","","","","","",""
"beveler","no","","","","","",""
"bevelers","no","","","","","",""
"beveling","no","","","","","",""
"bevelled","no","","","","","",""
"beveller","no","","","","","",""
"bevellers","no","","","","","",""
"bevelling","no","","","","","",""
"bevellings","no","","","","","",""
"bevelment","no","","","","","",""
"bevelments","no","","","","","",""
"bevels","no","","","","","",""
"bever","no","","","","","",""
"beverage","yes","exact","regulatory-status","Food Manufacturer","beverage","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"beverage","yes","exact","market-regex-fda_relevant_pattern","FDA_RELEVANT_PATTERN","beverage","regex-term","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"beverage","yes","phrase-token","regulatory-status","Food Manufacturer","beverage","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"beverage","yes","phrase-token","market-regex-fda_relevant_pattern","FDA_RELEVANT_PATTERN","beverage","regex-term","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"beverages","yes","stem-prefix-candidate","regulatory-status","Food Manufacturer","beverage","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"beverages","yes","stem-prefix-candidate","market-regex-fda_relevant_pattern","FDA_RELEVANT_PATTERN","beverage","regex-term","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"bevers","no","","","","","",""
"bevies","no","","","","","",""
"bevomit","no","","","","","",""
"bevomited","no","","","","","",""
"bevomiting","no","","","","","",""
"bevomits","no","","","","","",""
"bevor","no","","","","","",""
"bevors","no","","","","","",""
"bevue","no","","","","","",""
"bevues","no","","","","","",""
"bevvied","no","","","","","",""
"bevvies","no","","","","","",""
"bevvy","no","","","","","",""
"bevvying","no","","","","","",""
"bevy","no","","","","","",""
"bewail","no","","","","","",""
"bewailed","no","","","","","",""
"bewailer","no","","","","","",""
"bewailers","no","","","","","",""
"bewailing","no","","","","","",""
"bewailingly","no","","","","","",""
"bewailings","no","","","","","",""
"bewails","no","","","","","",""
"beware","no","","","","","",""
"bewared","no","","","","","",""
"bewares","no","","","","","",""
"bewaring","no","","","","","",""
"bewearied","no","","","","","",""
"bewearies","no","","","","","",""
"beweary","no","","","","","",""
"bewearying","no","","","","","",""
"beweep","no","","","","","",""
"beweeping","no","","","","","",""
"beweeps","no","","","","","",""
"beweltered","no","","","","","",""
"bewent","no","","","","","",""
"bewept","no","","","","","",""
"bewet","no","","","","","",""
"bewets","no","","","","","",""
"bewetted","no","","","","","",""
"bewetting","no","","","","","",""
"bewhiskered","no","","","","","",""
"bewhoring","no","","","","","",""
"bewig","no","","","","","",""
"bewigged","no","","","","","",""
"bewigging","no","","","","","",""
"bewigs","no","","","","","",""
"bewilder","no","","","","","",""
"bewildered","no","","","","","",""
"bewilderedly","no","","","","","",""
"bewilderedness","no","","","","","",""
"bewilderednesses","no","","","","","",""
"bewildering","no","","","","","",""
"bewilderingly","no","","","","","",""
"bewilderment","no","","","","","",""
"bewilderments","no","","","","","",""
"bewilders","no","","","","","",""
"bewinged","no","","","","","",""
"bewitch","no","","","","","",""
"bewitched","no","","","","","",""
"bewitcher","no","","","","","",""
"bewitcheries","no","","","","","",""
"bewitchers","no","","","","","",""
"bewitchery","no","","","","","",""
"bewitches","no","","","","","",""
"bewitching","no","","","","","",""
"bewitchingly","no","","","","","",""
"bewitchment","no","","","","","",""
"bewitchments","no","","","","","",""
"beworm","no","","","","","",""
"bewormed","no","","","","","",""
"beworming","no","","","","","",""
"beworms","no","","","","","",""
"beworried","no","","","","","",""
"beworries","no","","","","","",""
"beworry","no","","","","","",""
"beworrying","no","","","","","",""
"bewrap","no","","","","","",""
"bewrapped","no","","","","","",""
"bewrapping","no","","","","","",""
"bewraps","no","","","","","",""
"bewrapt","no","","","","","",""
"bewray","no","","","","","",""
"bewrayed","no","","","","","",""
"bewrayer","no","","","","","",""
"bewrayers","no","","","","","",""
"bewraying","no","","","","","",""
"bewrays","no","","","","","",""
"bey","no","","","","","",""
"beylic","no","","","","","",""
"beylics","no","","","","","",""
"beylik","no","","","","","",""
"beyliks","no","","","","","",""
"beyond","no","","","","","",""
"beyonds","no","","","","","",""
"beys","no","","","","","",""
"bez","no","","","","","",""
"bezant","no","","","","","",""
"bezants","no","","","","","",""
"bezazz","no","","","","","",""
"bezazzes","no","","","","","",""
"bezel","no","","","","","",""
"bezels","no","","","","","",""
"bezes","no","","","","","",""
"bezil","no","","","","","",""
"bezils","no","","","","","",""
"bezique","no","","","","","",""
"beziques","no","","","","","",""
"bezoar","no","","","","","",""
"bezoardic","no","","","","","",""
"bezoars","no","","","","","",""
"bezonian","no","","","","","",""
"bezonians","no","","","","","",""
"bezzant","no","","","","","",""
"bezzants","no","","","","","",""
"bezzazz","no","","","","","",""
"bezzazzes","no","","","","","",""
"bezzle","no","","","","","",""
"bezzled","no","","","","","",""
"bezzles","no","","","","","",""
"bezzling","no","","","","","",""
"bhagee","no","","","","","",""
"bhagees","no","","","","","",""
"bhai","no","","","","","",""
"bhais","no","","","","","",""
"bhajan","no","","","","","",""
"bhajans","no","","","","","",""
"bhajee","no","","","","","",""
"bhajees","no","","","","","",""
"bhaji","no","","","","","",""
"bhajia","no","","","","","",""
"bhajis","no","","","","","",""
"bhakta","no","","","","","",""
"bhaktas","no","","","","","",""
"bhakti","no","","","","","",""
"bhaktis","no","","","","","",""
"bhang","no","","","","","",""
"bhangra","no","","","","","",""
"bhangras","no","","","","","",""
"bhangs","no","","","","","",""
"bharal","no","","","","","",""
"bharals","no","","","","","",""
"bhat","no","","","","","",""
"bhavan","no","","","","","",""
"bhavans","no","","","","","",""
"bhawan","no","","","","","",""
"bhawans","no","","","","","",""
"bheestie","no","","","","","",""
"bheesties","no","","","","","",""
"bheesty","no","","","","","",""
"bhel","no","","","","","",""
"bhelpuri","no","","","","","",""
"bhelpuris","no","","","","","",""
"bhels","no","","","","","",""
"bhikhu","no","","","","","",""
"bhikhus","no","","","","","",""
"bhikkhuni","no","","","","","",""
"bhikkhunis","no","","","","","",""
"bhindi","no","","","","","",""
"bhindis","no","","","","","",""
"bhishti","no","","","","","",""
"bhishtis","no","","","","","",""
"bhistee","no","","","","","",""
"bhistees","no","","","","","",""
"bhisti","no","","","","","",""
"bhistie","no","","","","","",""
"bhisties","no","","","","","",""
"bhistis","no","","","","","",""
"bhoona","no","","","","","",""
"bhoonas","no","","","","","",""
"bhoot","no","","","","","",""
"bhoots","no","","","","","",""
"bhuna","no","","","","","",""
"bhunas","no","","","","","",""
"bhut","no","","","","","",""
"bhuts","no","","","","","",""
"bi","no","","","","","",""
"biacetyl","no","","","","","",""
"biacetyls","no","","","","","",""
"biach","no","","","","","",""
"biaches","no","","","","","",""
"biali","no","","","","","",""
"bialies","no","","","","","",""
"bialis","no","","","","","",""
"bialy","no","","","","","",""
"bialys","no","","","","","",""
"biannual","no","","","","","",""
"biannually","no","","","","","",""
"biannuals","no","","","","","",""
"biannulate","no","","","","","",""
"bias","no","","","","","",""
"biased","no","","","","","",""
"biasedly","no","","","","","",""
"biases","no","","","","","",""
"biasing","no","","","","","",""
"biasings","no","","","","","",""
"biasness","no","","","","","",""
"biasnesses","no","","","","","",""
"biassed","no","","","","","",""
"biassedly","no","","","","","",""
"biasses","no","","","","","",""
"biassing","no","","","","","",""
"biatches","no","","","","","",""
"biathlete","no","","","","","",""
"biathletes","no","","","","","",""
"biathlon","no","","","","","",""
"biathlons","no","","","","","",""
"biauricular","no","","","","","",""
"biauriculate","no","","","","","",""
"biaxal","no","","","","","",""
"biaxial","no","","","","","",""
"biaxially","no","","","","","",""
"bib","no","","","","","",""
"bibacious","no","","","","","",""
"bibasic","no","","","","","",""
"bibation","no","","","","","",""
"bibations","no","","","","","",""
"bibb","no","","","","","",""
"bibbed","no","","","","","",""
"bibber","no","","","","","",""
"bibberies","no","","","","","",""
"bibbers","no","","","","","",""
"bibbery","no","","","","","",""
"bibbing","no","","","","","",""
"bibble","no","","","","","",""
"bibbles","no","","","","","",""
"bibbs","no","","","","","",""
"bibcock","no","","","","","",""
"bibcocks","no","","","","","",""
"bibelot","no","","","","","",""
"bibelots","no","","","","","",""
"bibful","no","","","","","",""
"bibfuls","no","","","","","",""
"bible","no","","","","","",""
"bibles","no","","","","","",""
"bibless","no","","","","","",""
"biblical","no","","","","","",""
"biblically","no","","","","","",""
"biblicism","no","","","","","",""
"biblicisms","no","","","","","",""
"biblicist","no","","","","","",""
"biblicists","no","","","","","",""
"biblike","no","","","","","",""
"bibliographer","no","","","","","",""
"bibliographers","no","","","","","",""
"bibliographic","no","","","","","",""
"bibliographical","no","","","","","",""
"bibliographically","no","","","","","",""
"bibliographies","no","","","","","",""
"bibliography","no","","","","","",""
"bibliolater","no","","","","","",""
"bibliolaters","no","","","","","",""
"bibliolatries","no","","","","","",""
"bibliolatrist","no","","","","","",""
"bibliolatrists","no","","","","","",""
"bibliolatrous","no","","","","","",""
"bibliolatry","no","","","","","",""
"bibliological","no","","","","","",""
"bibliologies","no","","","","","",""
"bibliologist","no","","","","","",""
"bibliologists","no","","","","","",""
"bibliology","no","","","","","",""
"bibliomancies","no","","","","","",""
"bibliomancy","no","","","","","",""
"bibliomane","no","","","","","",""
"bibliomanes","no","","","","","",""
"bibliomania","no","","","","","",""
"bibliomaniac","no","","","","","",""
"bibliomaniacal","no","","","","","",""
"bibliomaniacs","no","","","","","",""
"bibliomanias","no","","","","","",""
"bibliopegic","no","","","","","",""
"bibliopegies","no","","","","","",""
"bibliopegist","no","","","","","",""
"bibliopegists","no","","","","","",""
"bibliopegy","no","","","","","",""
"bibliophagist","no","","","","","",""
"bibliophagists","no","","","","","",""
"bibliophil","no","","","","","",""
"bibliophile","no","","","","","",""
"bibliophiles","no","","","","","",""
"bibliophilic","no","","","","","",""
"bibliophilies","no","","","","","",""
"bibliophilism","no","","","","","",""
"bibliophilisms","no","","","","","",""
"bibliophilist","no","","","","","",""
"bibliophilistic","no","","","","","",""
"bibliophilists","no","","","","","",""
"bibliophils","no","","","","","",""
"bibliophily","no","","","","","",""
"bibliophobia","no","","","","","",""
"bibliophobias","no","","","","","",""
"bibliopole","no","","","","","",""
"bibliopoles","no","","","","","",""
"bibliopolic","no","","","","","",""
"bibliopolical","no","","","","","",""
"bibliopolies","no","","","","","",""
"bibliopolist","no","","","","","",""
"bibliopolists","no","","","","","",""
"bibliopoly","no","","","","","",""
"bibliotheca","no","","","","","",""
"bibliothecae","no","","","","","",""
"bibliothecal","no","","","","","",""
"bibliothecaries","no","","","","","",""
"bibliothecary","no","","","","","",""
"bibliothecas","no","","","","","",""
"bibliotherapies","no","","","","","",""
"bibliotherapy","no","","","","","",""
"bibliotic","no","","","","","",""
"bibliotics","no","","","","","",""
"bibliotist","no","","","","","",""
"bibliotists","no","","","","","",""
"biblist","no","","","","","",""
"biblists","no","","","","","",""
"bibs","no","","","","","",""
"bibulous","no","","","","","",""
"bibulously","no","","","","","",""
"bibulousness","no","","","","","",""
"bibulousnesses","no","","","","","",""
"bicameral","no","","","","","",""
"bicameralism","no","","","","","",""
"bicameralisms","no","","","","","",""
"bicameralist","no","","","","","",""
"bicameralists","no","","","","","",""
"bicapsular","no","","","","","",""
"bicarb","no","","","","","",""
"bicarbonate","no","","","","","",""
"bicarbonates","no","","","","","",""
"bicarbs","no","","","","","",""
"bicarpellary","no","","","","","",""
"bicaudal","no","","","","","",""
"biccies","no","","","","","",""
"biccy","no","","","","","",""
"bice","no","","","","","",""
"bicentenaries","no","","","","","",""
"bicentenary","no","","","","","",""
"bicentennial","no","","","","","",""
"bicentennials","no","","","","","",""
"bicentric","no","","","","","",""
"bicep","no","","","","","",""
"bicephalous","no","","","","","",""
"biceps","no","","","","","",""
"bicepses","no","","","","","",""
"bices","no","","","","","",""
"bichir","no","","","","","",""
"bichirs","no","","","","","",""
"bichloride","no","","","","","",""
"bichlorides","no","","","","","",""
"bichord","no","","","","","",""
"bichromate","no","","","","","",""
"bichromated","no","","","","","",""
"bichromates","no","","","","","",""
"bichrome","no","","","","","",""
"bicipital","no","","","","","",""
"bicker","no","","","","","",""
"bickered","no","","","","","",""
"bickerer","no","","","","","",""
"bickerers","no","","","","","",""
"bickering","no","","","","","",""
"bickerings","no","","","","","",""
"bickers","no","","","","","",""
"bickie","no","","","","","",""
"bickies","no","","","","","",""
"bicoastal","no","","","","","",""
"bicollateral","no","","","","","",""
"bicolor","no","","","","","",""
"bicolored","no","","","","","",""
"bicolors","no","","","","","",""
"bicolour","no","","","","","",""
"bicoloured","no","","","","","",""
"bicolours","no","","","","","",""
"bicomponent","no","","","","","",""
"biconcave","no","","","","","",""
"biconcavities","no","","","","","",""
"biconcavity","no","","","","","",""
"biconditional","no","","","","","",""
"biconditionals","no","","","","","",""
"biconvex","no","","","","","",""
"biconvexities","no","","","","","",""
"biconvexity","no","","","","","",""
"bicorn","no","","","","","",""
"bicornate","no","","","","","",""
"bicorne","no","","","","","",""
"bicornes","no","","","","","",""
"bicorns","no","","","","","",""
"bicornuate","no","","","","","",""
"bicorporate","no","","","","","",""
"bicron","no","","","","","",""
"bicrons","no","","","","","",""
"bicultural","no","","","","","",""
"biculturalism","no","","","","","",""
"biculturalisms","no","","","","","",""
"bicuspid","no","","","","","",""
"bicuspidate","no","","","","","",""
"bicuspidates","no","","","","","",""
"bicuspids","no","","","","","",""
"bicycle","no","","","","","",""
"bicycled","no","","","","","",""
"bicycler","no","","","","","",""
"bicyclers","no","","","","","",""
"bicycles","no","","","","","",""
"bicyclic","no","","","","","",""
"bicyclical","no","","","","","",""
"bicycling","no","","","","","",""
"bicyclist","no","","","","","",""
"bicyclists","no","","","","","",""
"bid","no","","","","","",""
"bidarka","no","","","","","",""
"bidarkas","no","","","","","",""
"bidarkee","no","","","","","",""
"bidarkees","no","","","","","",""
"biddabilities","no","","","","","",""
"biddability","no","","","","","",""
"biddable","no","","","","","",""
"biddableness","no","","","","","",""
"biddablenesses","no","","","","","",""
"biddably","no","","","","","",""
"bidden","no","","","","","",""
"bidder","no","","","","","",""
"bidders","no","","","","","",""
"biddies","no","","","","","",""
"bidding","no","","","","","",""
"biddings","no","","","","","",""
"biddy","no","","","","","",""
"bide","no","","","","","",""
"bided","no","","","","","",""
"bident","no","","","","","",""
"bidental","no","","","","","",""
"bidentals","no","","","","","",""
"bidentate","no","","","","","",""
"bidentated","no","","","","","",""
"bidents","no","","","","","",""
"bider","no","","","","","",""
"biders","no","","","","","",""
"bides","no","","","","","",""
"bidet","no","","","","","",""
"bidets","no","","","","","",""
"bidi","no","","","","","",""
"bidialectal","no","","","","","",""
"bidialectalism","no","","","","","",""
"bidialectalisms","no","","","","","",""
"biding","no","","","","","",""
"bidings","no","","","","","",""
"bidirectional","no","","","","","",""
"bidirectionally","no","","","","","",""
"bidis","no","","","","","",""
"bidon","no","","","","","",""
"bidons","no","","","","","",""
"bidonville","no","","","","","",""
"bidonvilles","no","","","","","",""
"bids","no","","","","","",""
"bield","no","","","","","",""
"bielded","no","","","","","",""
"bieldier","no","","","","","",""
"bieldiest","no","","","","","",""
"bielding","no","","","","","",""
"bields","no","","","","","",""
"bieldy","no","","","","","",""
"bien","no","","","","","",""
"biennale","no","","","","","",""
"biennales","no","","","","","",""
"biennia","no","","","","","",""
"biennial","no","","","","","",""
"biennially","no","","","","","",""
"biennials","no","","","","","",""
"biennium","no","","","","","",""
"bienniums","no","","","","","",""
"bienseance","no","","","","","",""
"bienseances","no","","","","","",""
"bier","no","","","","","",""
"bierkeller","no","","","","","",""
"bierkellers","no","","","","","",""
"biers","no","","","","","",""
"biestings","no","","","","","",""
"biface","no","","","","","",""
"bifaces","no","","","","","",""
"bifacial","no","","","","","",""
"bifacially","no","","","","","",""
"bifarious","no","","","","","",""
"bifariously","no","","","","","",""
"biff","no","","","","","",""
"biffed","no","","","","","",""
"biffer","no","","","","","",""
"biffers","no","","","","","",""
"biffies","no","","","","","",""
"biffin","no","","","","","",""
"biffing","no","","","","","",""
"biffins","no","","","","","",""
"biffo","no","","","","","",""
"biffos","no","","","","","",""
"biffs","no","","","","","",""
"biffy","no","","","","","",""
"bifid","no","","","","","",""
"bifidities","no","","","","","",""
"bifidity","no","","","","","",""
"bifidly","no","","","","","",""
"bifilar","no","","","","","",""
"bifilarly","no","","","","","",""
"biflagellate","no","","","","","",""
"biflex","no","","","","","",""
"bifocal","no","","","","","",""
"bifocaled","no","","","","","",""
"bifocals","no","","","","","",""
"bifold","no","","","","","",""
"bifoliate","no","","","","","",""
"bifoliolate","no","","","","","",""
"biforate","no","","","","","",""
"biforked","no","","","","","",""
"biform","no","","","","","",""
"biformed","no","","","","","",""
"biftah","no","","","","","",""
"biftahs","no","","","","","",""
"bifter","no","","","","","",""
"bifters","no","","","","","",""
"bifunctional","no","","","","","",""
"bifurcate","no","","","","","",""
"bifurcated","no","","","","","",""
"bifurcates","no","","","","","",""
"bifurcating","no","","","","","",""
"bifurcation","no","","","","","",""
"bifurcations","no","","","","","",""
"big","no","","","","","",""
"biga","no","","","","","",""
"bigae","no","","","","","",""
"bigamies","no","","","","","",""
"bigamist","no","","","","","",""
"bigamists","no","","","","","",""
"bigamous","no","","","","","",""
"bigamously","no","","","","","",""
"bigamy","no","","","","","",""
"bigarade","no","","","","","",""
"bigarades","no","","","","","",""
"bigaroon","no","","","","","",""
"bigaroons","no","","","","","",""
"bigarreau","no","","","","","",""
"bigarreaus","no","","","","","",""
"bigeminal","no","","","","","",""
"bigeminies","no","","","","","",""
"bigeminy","no","","","","","",""
"bigener","no","","","","","",""
"bigeneric","no","","","","","",""
"bigeners","no","","","","","",""
"bigeye","no","","","","","",""
"bigeyes","no","","","","","",""
"bigfeet","no","","","","","",""
"bigfoot","no","","","","","",""
"bigfooted","no","","","","","",""
"bigfooting","no","","","","","",""
"bigfoots","no","","","","","",""
"bigg","no","","","","","",""
"bigged","no","","","","","",""
"bigger","no","","","","","",""
"biggest","no","","","","","",""
"biggety","no","","","","","",""
"biggie","no","","","","","",""
"biggies","no","","","","","",""
"biggin","no","","","","","",""
"bigging","no","","","","","",""
"biggings","no","","","","","",""
"biggins","no","","","","","",""
"biggish","no","","","","","",""
"biggity","no","","","","","",""
"biggon","no","","","","","",""
"biggons","no","","","","","",""
"biggs","no","","","","","",""
"biggy","no","","","","","",""
"bigha","no","","","","","",""
"bighas","no","","","","","",""
"bighead","no","","","","","",""
"bigheaded","no","","","","","",""
"bigheadedly","no","","","","","",""
"bigheadedness","no","","","","","",""
"bigheadednesses","no","","","","","",""
"bigheads","no","","","","","",""
"bighearted","no","","","","","",""
"bigheartedly","no","","","","","",""
"bigheartedness","no","","","","","",""
"bigheartednesses","no","","","","","",""
"bighorn","no","","","","","",""
"bighorns","no","","","","","",""
"bight","no","","","","","",""
"bighted","no","","","","","",""
"bighting","no","","","","","",""
"bights","no","","","","","",""
"bigly","no","","","","","",""
"bigmouth","no","","","","","",""
"bigmouthed","no","","","","","",""
"bigmouths","no","","","","","",""
"bigness","no","","","","","",""
"bignesses","no","","","","","",""
