"word","mapped","confidence","library","target","matched_term","source_kind","source_file"
"abuse","yes","phrase-token","setup-classifier","Mental Health Practice","substance abuse","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"abused","yes","stem-prefix-candidate","setup-classifier","Mental Health Practice","substance abuse","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"abuser","yes","stem-prefix-candidate","setup-classifier","Mental Health Practice","substance abuse","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"abusers","yes","stem-prefix-candidate","setup-classifier","Mental Health Practice","substance abuse","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"abuses","yes","stem-prefix-candidate","setup-classifier","Mental Health Practice","substance abuse","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"academic","yes","phrase-token","setup-classifier","Tutoring Center","academic coaching","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"academical","yes","stem-prefix-candidate","setup-classifier","Tutoring Center","academic coaching","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"academicalism","yes","stem-prefix-candidate","setup-classifier","Tutoring Center","academic coaching","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"academically","yes","stem-prefix-candidate","setup-classifier","Tutoring Center","academic coaching","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"academicals","yes","stem-prefix-candidate","setup-classifier","Tutoring Center","academic coaching","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"academician","yes","stem-prefix-candidate","setup-classifier","Tutoring Center","academic coaching","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"academicians","yes","stem-prefix-candidate","setup-classifier","Tutoring Center","academic coaching","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"academicism","yes","stem-prefix-candidate","setup-classifier","Tutoring Center","academic coaching","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"academicisms","yes","stem-prefix-candidate","setup-classifier","Tutoring Center","academic coaching","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"academics","yes","stem-prefix-candidate","setup-classifier","Tutoring Center","academic coaching","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"academy","yes","exact","setup-classifier","Private School","academy","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"academy","yes","exact","registry-reserved-word","education","academy","reserved-regex","registry-api/src/reservedWords.ts"
"academy","yes","phrase-token","setup-classifier","Private School","academy","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"academy","yes","phrase-token","registry-reserved-word","education","academy","reserved-regex","registry-api/src/reservedWords.ts"
"accommodation","yes","exact","setup-classifier","Hotel / Motel / Inn","accommodations","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accommodational","yes","stem-prefix-candidate","setup-classifier","Hotel / Motel / Inn","accommodations","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accommodationist","yes","stem-prefix-candidate","setup-classifier","Hotel / Motel / Inn","accommodations","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accommodationists","yes","stem-prefix-candidate","setup-classifier","Hotel / Motel / Inn","accommodations","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accommodations","yes","exact","setup-classifier","Hotel / Motel / Inn","accommodations","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accommodations","yes","phrase-token","setup-classifier","Hotel / Motel / Inn","accommodations","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"account","yes","exact","overpass-osm-tag","accounting firms","accounting","regex-term","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"account","yes","exact","registry-reserved-word","professional","accounting","reserved-regex","registry-api/src/reservedWords.ts"
"account","yes","exact","market-regex-licensed_trade_pattern","LICENSED_TRADE_PATTERN","accounting","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"account","yes","phrase-token","setup-classifier","Bank / Financial Institution","deposit account","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountable","yes","stem-prefix-candidate","setup-classifier","Bank / Financial Institution","deposit account","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountable","yes","stem-prefix-candidate","overpass-osm-tag","accounting firms","accounting","regex-term","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"accountable","yes","stem-prefix-candidate","registry-reserved-word","professional","accounting","reserved-regex","registry-api/src/reservedWords.ts"
"accountable","yes","stem-prefix-candidate","market-regex-licensed_trade_pattern","LICENSED_TRADE_PATTERN","accounting","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"accountably","yes","stem-prefix-candidate","setup-classifier","Bank / Financial Institution","deposit account","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountably","yes","stem-prefix-candidate","overpass-osm-tag","accounting firms","accounting","regex-term","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"accountably","yes","stem-prefix-candidate","registry-reserved-word","professional","accounting","reserved-regex","registry-api/src/reservedWords.ts"
"accountably","yes","stem-prefix-candidate","market-regex-licensed_trade_pattern","LICENSED_TRADE_PATTERN","accounting","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"accountancy","yes","stem-prefix-candidate","setup-classifier","Bank / Financial Institution","deposit account","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountancy","yes","stem-prefix-candidate","overpass-osm-tag","accounting firms","accounting","regex-term","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"accountancy","yes","stem-prefix-candidate","registry-reserved-word","professional","accounting","reserved-regex","registry-api/src/reservedWords.ts"
"accountancy","yes","stem-prefix-candidate","market-regex-licensed_trade_pattern","LICENSED_TRADE_PATTERN","accounting","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"accountant","yes","exact","compliance-business-type-synonym","accounting","accountant","synonym-key","market-validation-api/src/domain/market-research/fetchers/complianceOs.ts"
"accountant","yes","phrase-token","setup-classifier","Accounting / Bookkeeping / Tax Preparation","certified public accountant","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountant","yes","phrase-token","compliance-business-type-synonym","accounting","accountant","synonym-key","market-validation-api/src/domain/market-research/fetchers/complianceOs.ts"
"accountants","yes","stem-prefix-candidate","setup-classifier","Accounting / Bookkeeping / Tax Preparation","certified public accountant","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountants","yes","stem-prefix-candidate","setup-classifier","Bank / Financial Institution","deposit account","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountants","yes","stem-prefix-candidate","compliance-business-type-synonym","accounting","accountant","synonym-key","market-validation-api/src/domain/market-research/fetchers/complianceOs.ts"
"accountants","yes","stem-prefix-candidate","overpass-osm-tag","accounting firms","accounting","regex-term","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"accountants","yes","stem-prefix-candidate","registry-reserved-word","professional","accounting","reserved-regex","registry-api/src/reservedWords.ts"
"accountants","yes","stem-prefix-candidate","market-regex-licensed_trade_pattern","LICENSED_TRADE_PATTERN","accounting","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"accountantship","yes","stem-prefix-candidate","setup-classifier","Accounting / Bookkeeping / Tax Preparation","certified public accountant","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountantship","yes","stem-prefix-candidate","compliance-business-type-synonym","accounting","accountant","synonym-key","market-validation-api/src/domain/market-research/fetchers/complianceOs.ts"
"accountantships","yes","stem-prefix-candidate","setup-classifier","Accounting / Bookkeeping / Tax Preparation","certified public accountant","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountantships","yes","stem-prefix-candidate","compliance-business-type-synonym","accounting","accountant","synonym-key","market-validation-api/src/domain/market-research/fetchers/complianceOs.ts"
"accounted","yes","stem-prefix-candidate","setup-classifier","Bank / Financial Institution","deposit account","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accounted","yes","stem-prefix-candidate","overpass-osm-tag","accounting firms","accounting","regex-term","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"accounted","yes","stem-prefix-candidate","registry-reserved-word","professional","accounting","reserved-regex","registry-api/src/reservedWords.ts"
"accounted","yes","stem-prefix-candidate","market-regex-licensed_trade_pattern","LICENSED_TRADE_PATTERN","accounting","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"accounting","yes","exact","overpass-osm-tag","accounting firms","accounting","regex-term","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"accounting","yes","exact","registry-reserved-word","professional","accounting","reserved-regex","registry-api/src/reservedWords.ts"
"accounting","yes","exact","market-regex-licensed_trade_pattern","LICENSED_TRADE_PATTERN","accounting","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"accounting","yes","phrase-token","setup-classifier","Accounting / Bookkeeping / Tax Preparation","accounting firm","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accounting","yes","phrase-token","setup-classifier","Accounting / Bookkeeping / Tax Preparation","accounting service","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accounting","yes","phrase-token","setup-classifier","Accounting / Bookkeeping / Tax Preparation","small business accounting","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accounting","yes","phrase-token","overpass-osm-tag","accounting firms","accounting","regex-term","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"accounting","yes","phrase-token","registry-reserved-word","professional","accounting","reserved-regex","registry-api/src/reservedWords.ts"
"accounting","yes","phrase-token","market-regex-licensed_trade_pattern","LICENSED_TRADE_PATTERN","accounting","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"accountings","yes","stem-prefix-candidate","setup-classifier","Accounting / Bookkeeping / Tax Preparation","accounting firm","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountings","yes","stem-prefix-candidate","setup-classifier","Accounting / Bookkeeping / Tax Preparation","accounting service","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountings","yes","stem-prefix-candidate","setup-classifier","Accounting / Bookkeeping / Tax Preparation","small business accounting","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountings","yes","stem-prefix-candidate","setup-classifier","Bank / Financial Institution","deposit account","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accountings","yes","stem-prefix-candidate","overpass-osm-tag","accounting firms","accounting","regex-term","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"accounts","yes","phrase-token","setup-classifier","Accounting / Bookkeeping / Tax Preparation","accounts payable","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accounts","yes","phrase-token","setup-classifier","Accounting / Bookkeeping / Tax Preparation","accounts receivable","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"acquisition","yes","phrase-token","setup-classifier","Staffing Agency","talent acquisition","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"acquisitional","yes","stem-prefix-candidate","setup-classifier","Staffing Agency","talent acquisition","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"acquisitions","yes","stem-prefix-candidate","setup-classifier","Staffing Agency","talent acquisition","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"act","yes","phrase-token","setup-classifier","Tutoring Center","act prep","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"addiction","yes","phrase-token","setup-classifier","Mental Health Practice","addiction treatment","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"addictions","yes","stem-prefix-candidate","setup-classifier","Mental Health Practice","addiction treatment","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"addition","yes","exact","setup-classifier","General Contractor","addition","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"addition","yes","phrase-token","setup-classifier","General Contractor","addition","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"additional","yes","stem-prefix-candidate","setup-classifier","General Contractor","addition","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"additionality","yes","stem-prefix-candidate","setup-classifier","General Contractor","addition","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"additionally","yes","stem-prefix-candidate","setup-classifier","General Contractor","addition","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"additions","yes","stem-prefix-candidate","setup-classifier","General Contractor","addition","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"adjustment","yes","phrase-token","setup-classifier","Chiropractic Practice","spinal adjustment","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"adjustmental","yes","stem-prefix-candidate","setup-classifier","Chiropractic Practice","spinal adjustment","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"adjustments","yes","stem-prefix-candidate","setup-classifier","Chiropractic Practice","spinal adjustment","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"administration","yes","phrase-token","setup-classifier","Consulting / Professional Services","benefits administration","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"administrations","yes","stem-prefix-candidate","setup-classifier","Consulting / Professional Services","benefits administration","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"administrative","yes","phrase-token","setup-classifier","Virtual Assistant Services","administrative support","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"administratively","yes","stem-prefix-candidate","setup-classifier","Virtual Assistant Services","administrative support","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"ads","yes","phrase-token","setup-classifier","Marketing Agency","google ads","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"ads","yes","phrase-token","setup-classifier","Marketing Agency","facebook ads","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisable","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisable","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisably","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisably","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisatory","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisatory","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advise","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advise","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advised","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advised","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisedly","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisedly","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisee","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisee","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisees","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisees","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisement","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisement","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"adviser","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"adviser","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisers","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisers","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advises","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advises","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advising","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advising","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisings","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisings","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisor","yes","exact","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisor","yes","phrase-token","setup-classifier","Financial Advisor","financial advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisor","yes","phrase-token","setup-classifier","Financial Advisor","investment advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisor","yes","phrase-token","setup-classifier","Consulting / Professional Services","business advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisor","yes","phrase-token","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisorate","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","financial advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisorate","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","investment advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisorate","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisorate","yes","stem-prefix-candidate","setup-classifier","Consulting / Professional Services","business advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisorate","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisorates","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","financial advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisorates","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","investment advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisorates","yes","stem-prefix-candidate","setup-classifier","Consulting / Professional Services","business advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisorates","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisories","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","financial advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisories","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","investment advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisories","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisories","yes","stem-prefix-candidate","setup-classifier","Consulting / Professional Services","business advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisories","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisors","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","financial advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisors","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","investment advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisors","yes","stem-prefix-candidate","setup-classifier","Financial Advisor","registered investment advis","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisors","yes","stem-prefix-candidate","setup-classifier","Consulting / Professional Services","business advisor","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"advisors","yes","stem-prefix-candidate","regulatory-status","Registered Investment Adviser","advisor","keyword","desk_business/lib/models/setup/business_structure/reference_tables.dart"
"advisory","yes","phrase-token","setup-classifier","Consulting / Professional Services","advisory firm","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerobic","yes","exact","setup-classifier","Gym / Fitness Center","aerobics","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerobically","yes","stem-prefix-candidate","setup-classifier","Gym / Fitness Center","aerobics","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerobicise","yes","stem-prefix-candidate","setup-classifier","Gym / Fitness Center","aerobics","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerobicised","yes","stem-prefix-candidate","setup-classifier","Gym / Fitness Center","aerobics","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerobicises","yes","stem-prefix-candidate","setup-classifier","Gym / Fitness Center","aerobics","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerobicising","yes","stem-prefix-candidate","setup-classifier","Gym / Fitness Center","aerobics","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerobicist","yes","stem-prefix-candidate","setup-classifier","Gym / Fitness Center","aerobics","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerobicists","yes","stem-prefix-candidate","setup-classifier","Gym / Fitness Center","aerobics","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerobicize","yes","stem-prefix-candidate","setup-classifier","Gym / Fitness Center","aerobics","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerobicized","yes","stem-prefix-candidate","setup-classifier","Gym / Fitness Center","aerobics","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerobicizes","yes","stem-prefix-candidate","setup-classifier","Gym / Fitness Center","aerobics","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerobicizing","yes","stem-prefix-candidate","setup-classifier","Gym / Fitness Center","aerobics","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerobics","yes","exact","setup-classifier","Gym / Fitness Center","aerobics","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerobics","yes","phrase-token","setup-classifier","Gym / Fitness Center","aerobics","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerospace","yes","phrase-token","setup-classifier","Heavy Manufacturing","aerospace manufactur","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aerospaces","yes","stem-prefix-candidate","setup-classifier","Heavy Manufacturing","aerospace manufactur","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aesthetician","yes","exact","setup-classifier","Spa / Salon","aesthetician","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aesthetician","yes","phrase-token","setup-classifier","Spa / Salon","aesthetician","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aestheticians","yes","stem-prefix-candidate","setup-classifier","Spa / Salon","aesthetician","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"affluent","yes","exact","market-regex-high_income_target_pattern","HIGH_INCOME_TARGET_PATTERN","affluent","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"affluent","yes","phrase-token","market-regex-high_income_target_pattern","HIGH_INCOME_TARGET_PATTERN","affluent","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"affluential","yes","stem-prefix-candidate","market-regex-high_income_target_pattern","HIGH_INCOME_TARGET_PATTERN","affluent","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"affluentials","yes","stem-prefix-candidate","market-regex-high_income_target_pattern","HIGH_INCOME_TARGET_PATTERN","affluent","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"affluently","yes","stem-prefix-candidate","market-regex-high_income_target_pattern","HIGH_INCOME_TARGET_PATTERN","affluent","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"affluentness","yes","stem-prefix-candidate","market-regex-high_income_target_pattern","HIGH_INCOME_TARGET_PATTERN","affluent","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"affluents","yes","stem-prefix-candidate","market-regex-high_income_target_pattern","HIGH_INCOME_TARGET_PATTERN","affluent","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"affordable","yes","exact","market-regex-budget_target_pattern","BUDGET_TARGET_PATTERN","affordable","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"affordable","yes","exact","market-regex-budget_price_pattern","BUDGET_PRICE_PATTERN","affordable","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"affordable","yes","phrase-token","market-regex-budget_target_pattern","BUDGET_TARGET_PATTERN","affordable","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"affordable","yes","phrase-token","market-regex-budget_price_pattern","BUDGET_PRICE_PATTERN","affordable","regex-term","market-validation-api/src/domain/market-research/scoring.ts"
"after","yes","phrase-token","setup-classifier","Childcare Center / Daycare","after school program","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"afterbirth","yes","stem-prefix-candidate","setup-classifier","Childcare Center / Daycare","after school program","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"afterbody","yes","stem-prefix-candidate","setup-classifier","Childcare Center / Daycare","after school program","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"afterbrain","yes","stem-prefix-candidate","setup-classifier","Childcare Center / Daycare","after school program","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aftercare","yes","stem-prefix-candidate","setup-classifier","Childcare Center / Daycare","after school program","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"aftercares","yes","stem-prefix-candidate","setup-classifier","Childcare Center / Daycare","after school program","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"afterclap","yes","stem-prefix-candidate","setup-classifier","Childcare Center / Daycare","after school program","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"afterclaps","yes","stem-prefix-candidate","setup-classifier","Childcare Center / Daycare","after school program","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"afterdamp","yes","stem-prefix-candidate","setup-classifier","Childcare Center / Daycare","after school program","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"afterdamps","yes","stem-prefix-candidate","setup-classifier","Childcare Center / Daycare","after school program","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"afterdeck","yes","stem-prefix-candidate","setup-classifier","Childcare Center / Daycare","after school program","keyword","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
